"REF_DATE","GEO","DGUID","Farm land and buildings","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1981","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","1695","","","","0"
"1982","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","1659","","","","0"
"1983","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","1542","","","","0"
"1984","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","1509","","","","0"
"1985","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","1402","","","","0"
"1986","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","1288","","","","0"
"1987","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","1288","","","","0"
"1988","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","1489","","","","0"
"1989","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","1908","","","","0"
"1990","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2147","","","","0"
"1991","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2303","","","","0"
"1992","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2184","","","","0"
"1993","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2144","","","","0"
"1994","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2134","","","","0"
"1995","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2188","","","","0"
"1996","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2384","","","","0"
"1997","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2671","","","","0"
"1998","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2813","","","","0"
"1999","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2900","","","","0"
"2000","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","2964","","","","0"
"2001","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","3028","","","","0"
"2002","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","3248","","","","0"
"2003","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","3466","","","","0"
"2004","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","3712","","","","0"
"2005","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","3938","","","","0"
"2006","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","4201","","","","0"
"2007","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","4443","","","","0"
"2008","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","4750","","","","0"
"2009","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","5036","","","","0"
"2010","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","5461","","","","0"
"2011","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","5985","","","","0"
"2012","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","7013","","","","0"
"2013","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","8087","","","","0"
"2014","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","8705","","","","0"
"2015","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","9289","","","","0"
"2016","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","9580","","","","0"
"2017","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","10310","","","","0"
"2018","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","10878","","","","0"
"2019","Ontario","2016A000235","Value per acre","Dollars","81","units","0","v381838","7.1","11446","","","","0"
"1976","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","169","","","","0"
"1977","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","199","","","","0"
"1978","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","247","","","","0"
"1979","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","291","","","","0"
"1980","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","354","","","","0"
"1981","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","410","","","","0"
"1982","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","380","","","","0"
"1983","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","380","","","","0"
"1984","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","367","","","","0"
"1985","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","359","","","","0"
"1986","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","344","","","","0"
"1987","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","325","","","","0"
"1988","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","304","","","","0"
"1989","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","328","","","","0"
"1990","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","359","","","","0"
"1991","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","357","","","","0"
"1992","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","360","","","","0"
"1993","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","373","","","","0"
"1994","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","388","","","","0"
"1995","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","413","","","","0"
"1996","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","443","","","","0"
"1997","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","483","","","","0"
"1998","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","501","","","","0"
"1999","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","510","","","","0"
"2000","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","518","","","","0"
"2001","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","525","","","","0"
"2002","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","547","","","","0"
"2003","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","581","","","","0"
"2004","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","605","","","","0"
"2005","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","636","","","","0"
"2006","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","664","","","","0"
"2007","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","706","","","","0"
"2008","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","804","","","","0"
"2009","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","890","","","","0"
"2010","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","981","","","","0"
"2011","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","1035","","","","0"
"2012","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","1140","","","","0"
"2013","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","1395","","","","0"
"2014","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","1596","","","","0"
"2015","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","1767","","","","0"
"2016","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","1919","","","","0"
"2017","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","2041","","","","0"
"2018","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","2117","","","","0"
"2019","Manitoba","2016A000246","Value per acre","Dollars","81","units","0","v381839","8.1","2201","","","","0"
"1976","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","142","","","","0"
"1977","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","162","","","","0"
"1978","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","198","","","","0"
"1979","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","241","","","","0"
"1980","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","332","","","","0"
"1981","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","382","","","","0"
"1982","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","413","","","","0"
"1983","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","405","","","","0"
"1984","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","393","","","","0"
"1985","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","357","","","","0"
"1986","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","332","","","","0"
"1987","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","298","","","","0"
"1988","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","286","","","","0"
"1989","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","286","","","","0"
"1990","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","284","","","","0"
"1991","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","265","","","","0"
"1992","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","255","","","","0"
"1993","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","253","","","","0"
"1994","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","271","","","","0"
"1995","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","299","","","","0"
"1996","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","314","","","","0"
"1997","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","329","","","","0"
"1998","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","333","","","","0"
"1999","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","334","","","","0"
"2000","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","336","","","","0"
"2001","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","337","","","","0"
"2002","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","345","","","","0"
"2003","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","360","","","","0"
"2004","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","371","","","","0"
"2005","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","381","","","","0"
"2006","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","391","","","","0"
"2007","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","411","","","","0"
"2008","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","463","","","","0"
"2009","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","517","","","","0"
"2010","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","551","","","","0"
"2011","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","624","","","","0"
"2012","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","720","","","","0"
"2013","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","872","","","","0"
"2014","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","1026","","","","0"
"2015","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","1134","","","","0"
"2016","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","1210","","","","0"
"2017","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","1318","","","","0"
"2018","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","1412","","","","0"
"2019","Saskatchewan","2016A000247","Value per acre","Dollars","81","units","0","v381840","9.1","1508","","","","0"
"1976","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","213","","","","0"
"1977","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","251","","","","0"
"1978","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","299","","","","0"
"1979","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","424","","","","0"
"1980","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","544","","","","0"
"1981","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","600","","","","0"
"1982","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","592","","","","0"
"1983","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","543","","","","0"
"1984","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","493","","","","0"
"1985","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","453","","","","0"
"1986","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","407","","","","0"
"1987","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","386","","","","0"
"1988","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","374","","","","0"
"1989","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","411","","","","0"
"1990","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","432","","","","0"
"1991","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","414","","","","0"
"1992","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","405","","","","0"
"1993","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","413","","","","0"
"1994","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","450","","","","0"
"1995","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","515","","","","0"
"1996","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","553","","","","0"
"1997","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","611","","","","0"
"1998","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","658","","","","0"
"1999","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","690","","","","0"
"2000","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","721","","","","0"
"2001","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","747","","","","0"
"2002","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","806","","","","0"
"2003","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","863","","","","0"
"2004","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","931","","","","0"
"2005","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","1012","","","","0"
"2006","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","1095","","","","0"
"2007","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","1203","","","","0"
"2008","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","1381","","","","0"
"2009","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","1426","","","","0"
"2010","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","1514","","","","0"
"2011","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","1592","","","","0"
"2012","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","1706","","","","0"
"2013","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","1893","","","","0"
"2014","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","2025","","","","0"
"2015","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","2185","","","","0"
"2016","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","2354","","","","0"
"2017","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","2547","","","","0"
"2018","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","2704","","","","0"
"2019","Alberta","2016A000248","Value per acre","Dollars","81","units","0","v381841","10.1","2842","","","","0"
"1976","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","504","","","","0"
"1977","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","571","","","","0"
"1978","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","696","","","","0"
"1979","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","823","","","","0"
"1980","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1035","","","","0"
"1981","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1191","","","","0"
"1982","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1083","","","","0"
"1983","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1091","","","","0"
"1984","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1035","","","","0"
"1985","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","961","","","","0"
"1986","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","884","","","","0"
"1987","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","833","","","","0"
"1988","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","873","","","","0"
"1989","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","962","","","","0"
"1990","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1083","","","","0"
"1991","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1190","","","","0"
"1992","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1242","","","","0"
"1993","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1399","","","","0"
"1994","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1589","","","","0"
"1995","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1767","","","","0"
"1996","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","1890","","","","0"
"1997","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","2010","","","","0"
"1998","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","2016","","","","0"
"1999","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","2012","","","","0"
"2000","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","2029","","","","0"
"2001","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","2044","","","","0"
"2002","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","2158","","","","0"
"2003","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","2297","","","","0"
"2004","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","2496","","","","0"
"2005","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","2774","","","","0"
"2006","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","3191","","","","0"
"2007","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","3653","","","","0"
"2008","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","4355","","","","0"
"2009","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","4602","","","","0"
"2010","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","4765","","","","0"
"2011","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","4988","","","","0"
"2012","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","4898","","","","0"
"2013","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","4886","","","","0"
"2014","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","4951","","","","0"
"2015","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","5083","","","","0"
"2016","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","5321","","","","0"
"2017","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","5636","","","","0"
"2018","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","5896","","","","0"
"2019","British Columbia","2016A000259","Value per acre","Dollars","81","units","0","v381833","11.1","6182","","","","0"


