"REF_DATE","GEO","DGUID","Products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-05","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","18.09","","","","2"
"2017-06","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","17.89","","","","2"
"2017-07","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","21.66","","","","2"
"2017-08","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","20.11","","","","2"
"2017-09","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","21.08","","","","2"
"2017-10","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","22.02","","","","2"
"2017-11","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","14.47","","","","2"
"2017-12","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","13.95","","","","2"
"2018-01","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","16.18","","","","2"
"2018-02","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","18.20","","","","2"
"2018-03","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","28.75","","","","2"
"2018-04","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","16.71","","","","2"
"2018-05","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","16.41","","","","2"
"2018-06","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","19.36","","","","2"
"2018-07","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","24.94","","","","2"
"2018-08","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","16.72","","","","2"
"2018-09","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","19.27","","","","2"
"2018-10","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","16.52","","","","2"
"2018-11","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","19.76","","","","2"
"2018-12","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","16.02","","","","2"
"2019-01","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","18.79","","","","2"
"2019-02","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","16.28","","","","2"
"2019-03","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","18.44","","","","2"
"2019-04","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","15.64","","","","2"
"2019-05","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","21.38","","","","2"
"2019-06","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","18.72","","","","2"
"2019-07","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","17.66","","","","2"
"2019-08","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","17.87","","","","2"
"2019-09","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","18.29","","","","2"
"2019-10","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","16.82","","","","2"
"2019-11","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","19.35","","","","2"
"2019-12","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","14.56","","","","2"
"2020-01","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","18.60","","","","2"
"2020-02","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","15.66","","","","2"
"2020-03","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","17.67","","","","2"
"2020-04","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","17.36","","","","2"
"2020-05","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","26.36","","","","2"
"2020-06","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","24.03","","","","2"
"2020-07","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","23.86","","","","2"
"2020-08","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","23.64","","","","2"
"2020-09","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","19.58","","","","2"
"2020-10","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","22.46","","","","2"
"2020-11","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","20.86","","","","2"
"2020-12","Prince Edward Island","2016A000211","Beef striploin cuts, per kilogram","Dollars","81","units","0","v1159447016","2.2","15.83","","","","2"
"2017-01","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","13.53","","","","2"
"2017-02","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","10.11","","","","2"
"2017-03","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","11.47","","","","2"
"2017-04","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","16.34","","","","2"
"2017-05","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","15.65","","","","2"
"2017-06","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","15.38","","","","2"
"2017-07","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","15.62","","","","2"
"2017-08","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","12.97","","","","2"
"2017-09","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","17.30","","","","2"
"2017-10","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","13.93","","","","2"
"2017-11","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","13.43","","","","2"
"2017-12","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","13.80","","","","2"
"2018-01","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","17.66","","","","2"
"2018-02","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","13.53","","","","2"
"2018-03","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","12.25","","","","2"
"2018-04","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","16.48","","","","2"
"2018-05","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","14.19","","","","2"
"2018-06","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","12.96","","","","2"
"2018-07","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","15.11","","","","2"
"2018-08","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","14.74","","","","2"
"2018-09","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","12.73","","","","2"
"2018-10","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","14.69","","","","2"
"2018-11","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","11.62","","","","2"
"2018-12","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","10.97","","","","2"
"2019-01","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","14.23","","","","2"
"2019-02","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","13.22","","","","2"
"2019-03","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","19.24","","","","2"
"2019-04","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","19.18","","","","2"
"2019-05","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","19.97","","","","2"
"2019-06","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","15.46","","","","2"
"2019-07","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","15.84","","","","2"
"2019-08","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","12.12","","","","2"
"2019-09","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","12.87","","","","2"
"2019-10","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","12.11","","","","2"
"2019-11","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","10.22","","","","2"
"2019-12","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","16.90","","","","2"
"2020-01","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","15.31","","","","2"
"2020-02","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","13.42","","","","2"
"2020-03","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","14.81","","","","2"
"2020-04","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","13.28","","","","2"
"2020-05","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","20.89","","","","2"
"2020-06","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","19.68","","","","2"
"2020-07","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","17.21","","","","2"
"2020-08","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","16.25","","","","2"
"2020-09","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","13.06","","","","2"
"2020-10","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","15.14","","","","2"
"2020-11","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","14.56","","","","2"
"2020-12","Prince Edward Island","2016A000211","Beef top sirloin cuts, per kilogram","Dollars","81","units","0","v1159447017","2.3","14.26","","","","2"
"2017-01","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","7.95","","","","2"
"2017-02","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","7.68","","","","2"
"2017-03","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","7.69","","","","2"
"2017-04","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.98","","","","2"
"2017-05","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.96","","","","2"
"2017-06","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.40","","","","2"
"2017-07","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","9.53","","","","2"
"2017-08","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","9.07","","","","2"
"2017-09","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","7.99","","","","2"
"2017-10","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","7.88","","","","2"
"2017-11","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","7.71","","","","2"
"2017-12","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","7.59","","","","2"
"2018-01","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","7.90","","","","2"
"2018-02","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.57","","","","2"
"2018-03","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","7.51","","","","2"
"2018-04","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","7.62","","","","2"
"2018-05","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.39","","","","2"
"2018-06","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","7.50","","","","2"
"2018-07","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.96","","","","2"
"2018-08","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.52","","","","2"
"2018-09","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","7.90","","","","2"
"2018-10","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","9.20","","","","2"
"2018-11","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","6.80","","","","2"
"2018-12","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","7.62","","","","2"
"2019-01","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","7.90","","","","2"
"2019-02","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","7.88","","","","2"
"2019-03","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","7.83","","","","2"
"2019-04","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.24","","","","2"
"2019-05","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","7.34","","","","2"
"2019-06","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.53","","","","2"
"2019-07","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.71","","","","2"
"2019-08","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.89","","","","2"
"2019-09","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.34","","","","2"
"2019-10","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.32","","","","2"
"2019-11","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.68","","","","2"
"2019-12","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","9.05","","","","2"
"2020-01","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.76","","","","2"
"2020-02","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.79","","","","2"
"2020-03","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","9.14","","","","2"
"2020-04","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","9.86","","","","2"
"2020-05","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","12.36","","","","2"
"2020-06","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","11.64","","","","2"
"2020-07","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","10.41","","","","2"
"2020-08","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","9.12","","","","2"
"2020-09","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.44","","","","2"
"2020-10","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.75","","","","2"
"2020-11","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","8.45","","","","2"
"2020-12","Prince Edward Island","2016A000211","Ground beef, per kilogram","Dollars","81","units","0","v1159447018","2.4","9.20","","","","2"
"2017-01","Prince Edward Island","2016A000211","Pork loin cuts, per kilogram","Dollars","81","units","0","v1159447019","2.5","6.18","","","","2"
"2017-02","Prince Edward Island","2016A000211","Pork loin cuts, per kilogram","Dollars","81","units","0","v1159447019","2.5","5.37","","","","2"
"2017-03","Prince Edward Island","2016A000211","Pork loin cuts, per kilogram","Dollars","81","units","0","v1159447019","2.5","5.93","","","","2"
"2017-04","Prince Edward Island","2016A000211","Pork loin cuts, per kilogram","Dollars","81","units","0","v1159447019","2.5","5.69","","","","2"
"2017-05","Prince Edward Island","2016A000211","Pork loin cuts, per kilogram","Dollars","81","units","0","v1159447019","2.5","8.17","","","","2"
"2017-06","Prince Edward Island","2016A000211","Pork loin cuts, per kilogram","Dollars","81","units","0","v1159447019","2.5","7.66","","","","2"
"2017-07","Prince Edward Island","2016A000211","Pork loin cuts, per kilogram","Dollars","81","units","0","v1159447019","2.5","8.04","","","","2"
"2017-08","Prince Edward Island","2016A000211","Pork loin cuts, per kilogram","Dollars","81","units","0","v1159447019","2.5","7.01","","","","2"
"2017-09","Prince Edward Island","2016A000211","Pork loin cuts, per kilogram","Dollars","81","units","0","v1159447019","2.5","7.23","","","","2"
"2017-10","Prince Edward Island","2016A000211","Pork loin cuts, per kilogram","Dollars","81","units","0","v1159447019","2.5","7.98","","","","2"
"2017-11","Prince Edward Island","2016A000211","Pork loin cuts, per kilogram","Dollars","81","units","0","v1159447019","2.5","5.76","","","","2"
"2017-12","Prince Edward Island","2016A000211","Pork loin cuts, per kilogram","Dollars","81","units","0","v1159447019","2.5","6.50","","","","2"
